cat1,cat2,cat3,brand,prediccion,customer_id,product_id
0,0,11,22,0.0025808432,10336,20266
0,0,11,22,0.0025808432,10338,20503
0,0,11,22,0.0025808432,10343,20266
0,0,11,22,0.0025808432,10344,20266
0,0,11,22,0.0025808432,10344,20325
0,0,11,22,0.0025808432,10344,20503
0,0,11,22,0.0025808432,10345,20325
0,0,11,22,0.0025808432,10345,20503
0,0,11,22,0.0025808432,10348,20325
0,0,11,22,0.0025808432,10355,20503
0,0,11,22,0.0025808432,10356,20503
0,0,11,22,0.0025808432,10359,20266
0,0,11,22,0.0025808432,10363,20325
0,0,11,22,0.0025808432,10368,20266
0,0,11,22,0.0025808432,10375,20325
0,0,11,22,0.0025808432,10393,20325
0,0,11,22,0.0025808432,10394,20266
0,0,11,22,0.0025808432,10395,20503
0,0,11,22,0.0025808432,10396,20266
0,0,11,22,0.0025808432,10396,20503
0,0,11,22,0.0025808432,10398,20266
0,0,11,22,0.0025808432,10399,20325
0,0,11,22,0.0025808432,10400,20325
0,0,11,22,0.0025808432,10400,20503
0,0,11,22,0.0025808432,10406,20266
0,0,11,22,0.0025808432,10408,20503
0,0,11,22,0.0025808432,10413,20325
0,0,11,22,0.0025808432,10435,20266
0,0,11,22,0.0025808432,10440,20266
0,0,11,22,0.0025808432,10450,20266
0,0,11,22,0.0025808432,10460,20266
0,0,11,22,0.0025808432,10460,20503
0,0,11,22,0.0025808432,10461,20266
0,0,11,22,0.0025808432,10476,20503
0,0,11,22,0.0025808432,10496,20266
0,0,11,22,0.0025808432,10497,20266
0,0,11,22,0.0025808432,10514,20266
0,0,11,22,0.0025808432,10514,20325
0,0,11,22,0.0025808432,10514,20503
0,0,11,22,0.0025808432,10543,20266
0,0,11,22,0.0025808432,10563,20266
0,0,11,22,0.0025808432,10569,20503
0,0,41,18,0.0025808432,10012,20299
0,0,41,18,0.0025808432,10015,20299
0,0,41,18,0.0025808432,10031,20299
0,0,41,18,0.0025808432,10045,20299
0,0,41,18,0.0025808432,10128,20299
0,0,41,18,0.0025808432,10139,20299
0,0,41,18,0.0025808432,10147,20299
0,0,41,18,0.0025808432,10173,20299
0,0,41,18,0.0025808432,10178,20299
0,0,41,18,0.0025808432,10187,20299
0,0,41,18,0.0025808432,10190,20299
0,0,41,18,0.0025808432,10195,20299
0,0,41,18,0.0025808432,10198,20299
0,0,41,18,0.0025808432,10211,20299
0,0,41,18,0.0025808432,10218,20299
0,0,41,18,0.0025808432,10221,20299
0,0,41,18,0.0025808432,10226,20299
0,0,41,18,0.0025808432,10238,20299
0,0,41,18,0.0025808432,10243,20299
0,0,41,18,0.0025808432,10247,20299
0,0,41,18,0.0025808432,10263,20299
0,0,41,18,0.0025808432,10266,20299
0,0,41,18,0.0025808432,10283,20299
0,0,41,18,0.0025808432,10310,20299
0,0,41,18,0.0025808432,10319,20299
0,0,41,18,0.0025808432,10334,20299
0,0,41,18,0.0025808432,10344,20299
0,0,41,18,0.0025808432,10363,20299
0,0,41,18,0.0025808432,10400,20299
0,0,41,18,0.0025808432,10417,20299
0,0,41,18,0.0025808432,10422,20299
0,0,41,18,0.0025808432,10460,20299
0,0,41,18,0.0025808432,10472,20299
0,0,41,18,0.0025808432,10506,20299
0,0,41,18,0.0025808432,10514,20299
0,0,41,19,0.0025808432,10005,20158
0,0,41,19,0.0025808432,10012,20158
0,0,41,19,0.0025808432,10032,20158
0,0,41,19,0.0025808432,10054,20158
0,0,41,19,0.0025808432,10058,20158
0,0,41,19,0.0025808432,10081,20158
0,0,41,19,0.0025808432,10089,20158
0,0,41,19,0.0025808432,10096,20158
0,0,41,19,0.0025808432,10108,20158
0,0,41,19,0.0025808432,10124,20158
0,0,41,19,0.0025808432,10142,20158
0,0,41,19,0.0025808432,10165,20158
0,0,41,19,0.0025808432,10167,20158
0,0,41,19,0.0025808432,10168,20158
0,0,41,19,0.0025808432,10169,20158
0,0,41,19,0.0025808432,10178,20158
0,0,41,19,0.0025808432,10184,20158
0,0,41,19,0.0025808432,10190,20158
0,0,41,19,0.0025808432,10196,20158
0,0,41,19,0.0025808432,10197,20158
0,0,41,19,0.0025808432,10198,20158
0,0,41,19,0.0025808432,10204,20158
0,0,41,19,0.0025808432,10205,20158
0,0,41,19,0.0025808432,10210,20158
0,0,41,19,0.0025808432,10211,20158
0,0,41,19,0.0025808432,10224,20158
0,0,41,19,0.0025808432,10230,20158
0,0,41,19,0.0025808432,10247,20158
0,0,41,19,0.0025808432,10259,20158
0,0,41,19,0.0025808432,10263,20158
0,0,41,19,0.0025808432,10265,20158
0,0,41,19,0.0025808432,10266,20158
0,0,41,19,0.0025808432,10271,20158
0,0,41,19,0.0025808432,10277,20158
0,0,41,19,0.0025808432,10283,20158
0,0,41,19,0.0025808432,10305,20158
0,0,41,19,0.0025808432,10315,20158
0,0,41,19,0.0025808432,10317,20158
0,0,41,19,0.0025808432,10319,20158
0,0,41,19,0.0025808432,10333,20158
0,0,41,19,0.0025808432,10345,20158
0,0,41,19,0.0025808432,10346,20158
0,0,41,19,0.0025808432,10349,20158
0,0,41,19,0.0025808432,10363,20158
0,0,41,19,0.0025808432,10372,20158
0,0,41,19,0.0025808432,10422,20158
0,0,41,19,0.0025808432,10427,20158
0,0,41,19,0.0025808432,10440,20158
0,0,41,19,0.0025808432,10472,20158
0,0,41,19,0.0025808432,10476,20158
0,0,41,19,0.0025808432,10497,20158
0,0,41,19,0.0025808432,10514,20158
0,0,41,19,0.0025808432,10532,20158
0,0,41,22,0.0025808432,10005,20033
0,0,41,22,0.0025808432,10005,20119
0,0,41,22,0.0025808432,10018,20095
0,0,41,22,0.0025808432,10022,20242
0,0,41,22,0.0025808432,10023,20095
0,0,41,22,0.0025808432,10023,20242
0,0,41,22,0.0025808432,10031,20242
0,0,41,22,0.0025808432,10036,20033
0,0,41,22,0.0025808432,10038,20095
0,0,41,22,0.0025808432,10041,20095
0,0,41,22,0.0025808432,10041,20242
0,0,41,22,0.0025808432,10050,20119
0,0,41,22,0.0025808432,10058,20033
0,0,41,22,0.0025808432,10058,20242
0,0,41,22,0.0025808432,10061,20242
0,0,41,22,0.0025808432,10063,20033
0,0,41,22,0.0025808432,10063,20242
0,0,41,22,0.0025808432,10070,20119
0,0,41,22,0.0025808432,10071,20242
0,0,41,22,0.0025808432,10077,20119
0,0,41,22,0.0025808432,10078,20119
0,0,41,22,0.0025808432,10079,20242
0,0,41,22,0.0025808432,10081,20119
0,0,41,22,0.0025808432,10083,20095
0,0,41,22,0.0025808432,10087,20242
0,0,41,22,0.0025808432,10091,20095
0,0,41,22,0.0025808432,10096,20033
0,0,41,22,0.0025808432,10099,20242
0,0,41,22,0.0025808432,10102,20242
0,0,41,22,0.0025808432,10107,20095
0,0,41,22,0.0025808432,10109,20242
0,0,41,22,0.0025808432,10111,20033
0,0,41,22,0.0025808432,10111,20119
0,0,41,22,0.0025808432,10121,20242
0,0,41,22,0.0025808432,10124,20119
0,0,41,22,0.0025808432,10124,20242
0,0,41,22,0.0025808432,10135,20033
0,0,41,22,0.0025808432,10140,20242
0,0,41,22,0.0025808432,10143,20095
0,0,41,22,0.0025808432,10143,20119
0,0,41,22,0.0025808432,10153,20242
0,0,41,22,0.0025808432,10159,20242
0,0,41,22,0.0025808432,10161,20033
0,0,41,22,0.0025808432,10161,20095
0,0,41,22,0.0025808432,10161,20119
0,0,41,22,0.0025808432,10163,20033
0,0,41,22,0.0025808432,10165,20095
0,0,41,22,0.0025808432,10166,20033
0,0,41,22,0.0025808432,10166,20119
0,0,41,22,0.0025808432,10169,20095
0,0,41,22,0.0025808432,10172,20095
0,0,41,22,0.0025808432,10172,20242
0,0,41,22,0.0025808432,10173,20242
0,0,41,22,0.0025808432,10181,20095
0,0,41,22,0.0025808432,10182,20242
0,0,41,22,0.0025808432,10183,20033
0,0,41,22,0.0025808432,10184,20095
0,0,41,22,0.0025808432,10185,20119
0,0,41,22,0.0025808432,10186,20095
0,0,41,22,0.0025808432,10187,20095
0,0,41,22,0.0025808432,10188,20119
0,0,41,22,0.0025808432,10188,20242
0,0,41,22,0.0025808432,10190,20095
0,0,41,22,0.0025808432,10190,20242
0,0,41,22,0.0025808432,10193,20095
0,0,41,22,0.0025808432,10193,20119
0,0,41,22,0.0025808432,10194,20095
0,0,41,22,0.0025808432,10197,20095
0,0,41,22,0.0025808432,10199,20119
0,0,41,22,0.0025808432,10200,20119
0,0,41,22,0.0025808432,10200,20242
0,0,41,22,0.0025808432,10202,20033
0,0,41,22,0.0025808432,10202,20095
0,0,41,22,0.0025808432,10202,20119
0,0,41,22,0.0025808432,10204,20119
0,0,41,22,0.0025808432,10210,20242
0,0,41,22,0.0025808432,10221,20095
0,0,41,22,0.0025808432,10221,20242
0,0,41,22,0.0025808432,10224,20095
0,0,41,22,0.0025808432,10228,20119
0,0,41,22,0.0025808432,10230,20033
0,0,41,22,0.0025808432,10230,20119
0,0,41,22,0.0025808432,10231,20242
0,0,41,22,0.0025808432,10238,20033
0,0,41,22,0.0025808432,10238,20119
0,0,41,22,0.0025808432,10243,20242
0,0,41,22,0.0025808432,10250,20242
0,0,41,22,0.0025808432,10256,20242
0,0,41,22,0.0025808432,10258,20033
0,0,41,22,0.0025808432,10261,20095
0,0,41,22,0.0025808432,10261,20242
0,0,41,22,0.0025808432,10263,20033
0,0,41,22,0.0025808432,10266,20033
0,0,41,22,0.0025808432,10266,20095
0,0,41,22,0.0025808432,10267,20119
0,0,41,22,0.0025808432,10270,20033
0,0,41,22,0.0025808432,10271,20095
0,0,41,22,0.0025808432,10273,20095
0,0,41,22,0.0025808432,10274,20119
0,0,41,22,0.0025808432,10275,20242
0,0,41,22,0.0025808432,10277,20095
0,0,41,22,0.0025808432,10281,20095
0,0,41,22,0.0025808432,10286,20095
0,0,41,22,0.0025808432,10295,20119
0,0,41,22,0.0025808432,10300,20242
0,0,41,22,0.0025808432,10301,20033
0,0,41,22,0.0025808432,10310,20119
0,0,41,22,0.0025808432,10316,20242
0,0,41,22,0.0025808432,10317,20095
0,0,41,22,0.0025808432,10319,20119
0,0,41,22,0.0025808432,10319,20242
0,0,41,22,0.0025808432,10325,20119
0,0,41,22,0.0025808432,10334,20119
0,0,41,22,0.0025808432,10336,20119
0,0,41,22,0.0025808432,10344,20242
0,0,41,22,0.0025808432,10345,20119
0,0,41,22,0.0025808432,10345,20242
0,0,41,22,0.0025808432,10349,20033
0,0,41,22,0.0025808432,10359,20119
0,0,41,22,0.0025808432,10360,20242
0,0,41,22,0.0025808432,10363,20242
0,0,41,22,0.0025808432,10364,20242
0,0,41,22,0.0025808432,10368,20119
0,0,41,22,0.0025808432,10374,20242
0,0,41,22,0.0025808432,10381,20119
0,0,41,22,0.0025808432,10384,20033
0,0,41,22,0.0025808432,10387,20033
0,0,41,22,0.0025808432,10387,20119
0,0,41,22,0.0025808432,10388,20095
0,0,41,22,0.0025808432,10400,20033
0,0,41,22,0.0025808432,10400,20095
0,0,41,22,0.0025808432,10402,20119
0,0,41,22,0.0025808432,10405,20095
0,0,41,22,0.0025808432,10417,20242
0,0,41,22,0.0025808432,10423,20033
0,0,41,22,0.0025808432,10427,20033
0,0,41,22,0.0025808432,10440,20119
0,0,41,22,0.0025808432,10444,20119
0,0,41,22,0.0025808432,10458,20119
0,0,41,22,0.0025808432,10460,20119
0,0,41,22,0.0025808432,10463,20095
0,0,41,22,0.0025808432,10476,20033
0,0,41,22,0.0025808432,10476,20095
0,0,41,22,0.0025808432,10476,20119
0,0,41,22,0.0025808432,10482,20242
0,0,41,22,0.0025808432,10497,20033
0,0,41,22,0.0025808432,10506,20033
0,0,41,22,0.0025808432,10506,20095
0,0,41,22,0.0025808432,10506,20242
0,0,41,22,0.0025808432,10514,20033
0,0,41,22,0.0025808432,10514,20119
0,0,41,22,0.0025808432,10515,20119
0,0,41,22,0.0025808432,10515,20242
0,0,41,22,0.0025808432,10522,20033
0,0,41,22,0.0025808432,10525,20119
0,0,41,22,0.0025808432,10532,20119
0,0,41,22,0.0025808432,10543,20119
0,0,41,22,0.0025808432,10569,20033
0,0,41,22,0.0025808432,10569,20095
0,0,48,18,0.0025808432,10001,20270
0,0,48,18,0.0025808432,10004,20107
0,0,48,18,0.0025808432,10006,20161
0,0,48,18,0.0025808432,10013,20107
0,0,48,18,0.0025808432,10023,20161
0,0,48,18,0.0025808432,10027,20175
0,0,48,18,0.0025808432,10028,20270
0,0,48,18,0.0025808432,10030,20107
0,0,48,18,0.0025808432,10035,20161
0,0,48,18,0.0025808432,10039,20107
0,0,48,18,0.0025808432,10039,20175
0,0,48,18,0.0025808432,10047,20107
0,0,48,18,0.0025808432,10051,20270
0,0,48,18,0.0025808432,10058,20107
0,0,48,18,0.0025808432,10063,20161
0,0,48,18,0.0025808432,10064,20161
0,0,48,18,0.0025808432,10075,20161
0,0,48,18,0.0025808432,10076,20107
0,0,48,18,0.0025808432,10077,20161
0,0,48,18,0.0025808432,10077,20175
0,0,48,18,0.0025808432,10081,20175
0,0,48,18,0.0025808432,10092,20270
0,0,48,18,0.0025808432,10095,20270
0,0,48,18,0.0025808432,10096,20161
0,0,48,18,0.0025808432,10102,20107
0,0,48,18,0.0025808432,10108,20107
0,0,48,18,0.0025808432,10108,20175
0,0,48,18,0.0025808432,10108,20270
0,0,48,18,0.0025808432,10109,20270
0,0,48,18,0.0025808432,10130,20161
0,0,48,18,0.0025808432,10132,20161
0,0,48,18,0.0025808432,10145,20175
0,0,48,18,0.0025808432,10147,20270
0,0,48,18,0.0025808432,10150,20161
0,0,48,18,0.0025808432,10156,20161
0,0,48,18,0.0025808432,10161,20107
0,0,48,18,0.0025808432,10163,20161
0,0,48,18,0.0025808432,10167,20270
0,0,48,18,0.0025808432,10172,20161
0,0,48,18,0.0025808432,10172,20270
0,0,48,18,0.0025808432,10173,20161
0,0,48,18,0.0025808432,10173,20175
0,0,48,18,0.0025808432,10173,20270
0,0,48,18,0.0025808432,10176,20107
0,0,48,18,0.0025808432,10176,20270
0,0,48,18,0.0025808432,10178,20107
0,0,48,18,0.0025808432,10178,20161
0,0,48,18,0.0025808432,10178,20175
0,0,48,18,0.0025808432,10178,20270
0,0,48,18,0.0025808432,10179,20107
0,0,48,18,0.0025808432,10179,20175
0,0,48,18,0.0025808432,10179,20270
0,0,48,18,0.0025808432,10180,20161
0,0,48,18,0.0025808432,10187,20107
0,0,48,18,0.0025808432,10187,20161
0,0,48,18,0.0025808432,10187,20175
0,0,48,18,0.0025808432,10189,20107
0,0,48,18,0.0025808432,10189,20175
0,0,48,18,0.0025808432,10194,20161
0,0,48,18,0.0025808432,10196,20161
0,0,48,18,0.0025808432,10196,20175
0,0,48,18,0.0025808432,10196,20270
0,0,48,18,0.0025808432,10198,20107
0,0,48,18,0.0025808432,10198,20161
0,0,48,18,0.0025808432,10198,20175
0,0,48,18,0.0025808432,10198,20270
0,0,48,18,0.0025808432,10205,20175
0,0,48,18,0.0025808432,10216,20161
0,0,48,18,0.0025808432,10218,20161
0,0,48,18,0.0025808432,10218,20175
0,0,48,18,0.0025808432,10218,20270
0,0,48,18,0.0025808432,10226,20107
0,0,48,18,0.0025808432,10226,20161
0,0,48,18,0.0025808432,10226,20175
0,0,48,18,0.0025808432,10231,20161
0,0,48,18,0.0025808432,10247,20107
0,0,48,18,0.0025808432,10247,20161
0,0,48,18,0.0025808432,10247,20175
0,0,48,18,0.0025808432,10250,20270
0,0,48,18,0.0025808432,10251,20161
0,0,48,18,0.0025808432,10253,20175
0,0,48,18,0.0025808432,10259,20175
0,0,48,18,0.0025808432,10263,20107
0,0,48,18,0.0025808432,10263,20161
0,0,48,18,0.0025808432,10263,20175
0,0,48,18,0.0025808432,10266,20107
0,0,48,18,0.0025808432,10266,20161
0,0,48,18,0.0025808432,10266,20175
0,0,48,18,0.0025808432,10266,20270
0,0,48,18,0.0025808432,10270,20107
0,0,48,18,0.0025808432,10270,20161
0,0,48,18,0.0025808432,10272,20107
0,0,48,18,0.0025808432,10272,20161
0,0,48,18,0.0025808432,10272,20270
0,0,48,18,0.0025808432,10279,20175
0,0,48,18,0.0025808432,10279,20270
0,0,48,18,0.0025808432,10281,20107
0,0,48,18,0.0025808432,10281,20161
0,0,48,18,0.0025808432,10281,20175
0,0,48,18,0.0025808432,10281,20270
0,0,48,18,0.0025808432,10283,20107
0,0,48,18,0.0025808432,10299,20270
0,0,48,18,0.0025808432,10301,20161
0,0,48,18,0.0025808432,10307,20161
0,0,48,18,0.0025808432,10307,20270
0,0,48,18,0.0025808432,10310,20107
0,0,48,18,0.0025808432,10310,20175
0,0,48,18,0.0025808432,10315,20107
0,0,48,18,0.0025808432,10315,20161
0,0,48,18,0.0025808432,10315,20175
0,0,48,18,0.0025808432,10315,20270
0,0,48,18,0.0025808432,10319,20107
0,0,48,18,0.0025808432,10319,20161
0,0,48,18,0.0025808432,10319,20175
0,0,48,18,0.0025808432,10319,20270
0,0,48,18,0.0025808432,10320,20270
0,0,48,18,0.0025808432,10325,20175
0,0,48,18,0.0025808432,10334,20107
0,0,48,18,0.0025808432,10334,20161
0,0,48,18,0.0025808432,10334,20175
0,0,48,18,0.0025808432,10334,20270
0,0,48,18,0.0025808432,10345,20161
0,0,48,18,0.0025808432,10345,20175
0,0,48,18,0.0025808432,10345,20270
0,0,48,18,0.0025808432,10354,20107
0,0,48,18,0.0025808432,10362,20270
0,0,48,18,0.0025808432,10363,20107
0,0,48,18,0.0025808432,10363,20161
0,0,48,18,0.0025808432,10363,20175
0,0,48,18,0.0025808432,10375,20161
0,0,48,18,0.0025808432,10378,20270
0,0,48,18,0.0025808432,10393,20107
0,0,48,18,0.0025808432,10393,20161
0,0,48,18,0.0025808432,10393,20175
0,0,48,18,0.0025808432,10393,20270
0,0,48,18,0.0025808432,10398,20107
0,0,48,18,0.0025808432,10400,20107
0,0,48,18,0.0025808432,10400,20161
0,0,48,18,0.0025808432,10400,20270
0,0,48,18,0.0025808432,10404,20161
0,0,48,18,0.0025808432,10408,20270
0,0,48,18,0.0025808432,10414,20270
0,0,48,18,0.0025808432,10420,20107
0,0,48,18,0.0025808432,10422,20107
0,0,48,18,0.0025808432,10422,20161
0,0,48,18,0.0025808432,10422,20175
0,0,48,18,0.0025808432,10422,20270
0,0,48,18,0.0025808432,10427,20107
0,0,48,18,0.0025808432,10427,20161
0,0,48,18,0.0025808432,10440,20107
0,0,48,18,0.0025808432,10440,20270
0,0,48,18,0.0025808432,10460,20161
0,0,48,18,0.0025808432,10460,20175
0,0,48,18,0.0025808432,10460,20270
0,0,48,18,0.0025808432,10469,20161
0,0,48,18,0.0025808432,10472,20107
0,0,48,18,0.0025808432,10472,20161
0,0,48,18,0.0025808432,10472,20270
0,0,48,18,0.0025808432,10496,20107
0,0,48,18,0.0025808432,10496,20161
0,0,48,18,0.0025808432,10496,20175
0,0,48,18,0.0025808432,10497,20161
0,0,48,18,0.0025808432,10497,20175
0,0,48,18,0.0025808432,10506,20107
0,0,48,18,0.0025808432,10506,20161
0,0,48,18,0.0025808432,10506,20175
0,0,48,18,0.0025808432,10506,20270
0,0,48,18,0.0025808432,10525,20161
0,0,48,18,0.0025808432,10525,20270
0,0,48,18,0.0025808432,10569,20107
0,0,48,18,0.0025808432,10569,20161
0,0,48,18,0.0025808432,10569,20175
0,0,48,19,0.0025808432,10001,20227
0,0,48,19,0.0025808432,10004,20084
0,0,48,19,0.0025808432,10009,20084
0,0,48,19,0.0025808432,10015,20116
0,0,48,19,0.0025808432,10024,20121
0,0,48,19,0.0025808432,10031,20116
0,0,48,19,0.0025808432,10035,20121
0,0,48,19,0.0025808432,10041,20116
0,0,48,19,0.0025808432,10043,20121
0,0,48,19,0.0025808432,10044,20116
0,0,48,19,0.0025808432,10049,20116
0,0,48,19,0.0025808432,10049,20121
0,0,48,19,0.0025808432,10050,20116
0,0,48,19,0.0025808432,10051,20121
0,0,48,19,0.0025808432,10053,20116
0,0,48,19,0.0025808432,10054,20116
0,0,48,19,0.0025808432,10054,20121
0,0,48,19,0.0025808432,10054,20227
0,0,48,19,0.0025808432,10056,20227
0,0,48,19,0.0025808432,10057,20084
0,0,48,19,0.0025808432,10058,20084
0,0,48,19,0.0025808432,10058,20121
0,0,48,19,0.0025808432,10059,20116
0,0,48,19,0.0025808432,10061,20116
0,0,48,19,0.0025808432,10063,20084
0,0,48,19,0.0025808432,10063,20116
0,0,48,19,0.0025808432,10065,20084
0,0,48,19,0.0025808432,10065,20116
0,0,48,19,0.0025808432,10077,20116
0,0,48,19,0.0025808432,10079,20116
0,0,48,19,0.0025808432,10081,20084
0,0,48,19,0.0025808432,10081,20116
0,0,48,19,0.0025808432,10081,20121
0,0,48,19,0.0025808432,10081,20227
0,0,48,19,0.0025808432,10088,20227
0,0,48,19,0.0025808432,10089,20084
0,0,48,19,0.0025808432,10092,20227
0,0,48,19,0.0025808432,10096,20227
0,0,48,19,0.0025808432,10099,20227
0,0,48,19,0.0025808432,10100,20116
0,0,48,19,0.0025808432,10111,20227
0,0,48,19,0.0025808432,10121,20121
0,0,48,19,0.0025808432,10122,20116
0,0,48,19,0.0025808432,10124,20227
0,0,48,19,0.0025808432,10130,20084
0,0,48,19,0.0025808432,10130,20121
0,0,48,19,0.0025808432,10130,20227
0,0,48,19,0.0025808432,10136,20227
